image_id	caption
16998	a painting of a man in armor kneeling down next to a man in a red robe
16999	painting of a village in the mountains with a mountain in the background
17000	a painting of a woman sitting on a stool in a room
17001	a painting of a group of people sitting around a table
17002	arafed drawing of a woman in a bathing suit with a scarf
17003	a painting of a room with many paintings and people
17004	a painting of a man in a fur coat and a black hat
17005	there is a chair with a wooden frame and a cowhide seat
17006	a painting of a woman sitting in a chair with a cane
17007	a painting of a field with trees and bushes in the foreground
17008	a close up of a painting of a man holding a woman
17009	a painting of a nude woman laying on her back
17010	a painting of a group of women in white dresses standing in a field
17011	painting of a man sitting on a chair with balloons and a monkey
17012	a painting of a group of children sitting in front of a church
17013	a painting of a person laying on a couch with a dog
17014	a painting of a group of people in a cave with a bird flying overhead
17015	a painting of a woman laying on a bed with other women
17016	a painting of a woman sitting on a tree branch with a baby
17018	painting of a man carrying a large stick in a field
17019	painting of a group of people standing around a hay field
17020	a black and white picture of a street light with a shadow
17021	a painting of a man with a hat and a red shirt
17022	a painting of a snowy city with a church and a tower
17023	painting of two women sitting on a bench with a glass of wine
17024	painting of a city street with a fountain and a tree
17025	a painting of a group of people standing around a statue
17027	a painting of a group of people in a room with a table
17028	a drawing of a man with a beard and a mustache
17029	painting of a man sitting in a chair playing a violin
17031	painting of a street scene with people walking and a horse drawn carriage
17032	a painting of a group of houses in a forest
17033	painting of a man and a woman riding horses in a field
17034	a painting of a field with a house and trees in the background
17035	a painting of a woman standing in a field next to a tree
17036	painting of a landscape with a man on a horse and a herd of cattle
17037	a painting of a woman sitting on a chair in a room
17038	a painting of a woman holding a baby in a boat
17039	a painting of a nude woman standing in a room
17040	painting of a vase of flowers with a spoon and fork
17041	painting of a woman in a blue dress standing in a kitchen
17042	painting of a vase of flowers on a table in front of a mirror
17043	painting of two children in a field with cows and a river
17044	a painting of a person hanging from a string on a wall
17045	there is a green object with a white object in it
17047	a painting of a man with a knife and a helmet
17048	painting of a baby and a dog sleeping in a chair
17049	a painting of a multicolored pattern of lines on a white background
17050	arafed photograph of a rainbow colored square with a sky background
17051	a painting of a woman bending over to pick up a plant
17052	a painting of a woman holding a cat in her arms
17053	a painting of a man sitting on a rock reading a book
17054	painting of two white deer grazing in a field with grass
17055	a close up of a statue of a woman with a hat on
17056	a painting of a group of people in a field with animals
17057	a painting of a woman sitting on a bed next to a woman
17058	painting of a view of the ocean from a balcony with palm trees
17059	a painting of a woman sitting in a chair looking out a window
17060	a painting of a man sitting on a throne surrounded by angels
17062	a painting of a village with a beach and a lighthouse
17063	painting of a woman walking down a hill with trees and a river in the background
